Name	Region	Year	Fixed Acidity	Volatile Acidity	Citric Acid	Residual Sugar	Producer	Chlorides	Free Sulfur Dioxide	Total Sulfur Dioxide	Density	pH	Sulphates	Alcohol	Quality
Conde Villar Vinho 2017	DOC Vinhos Verdes	2017	5.7	0.26	0.27	4.1	Quinta das Arcas Sociedade Agrcola, Lda	0.201	73.5	189.5	0.9942	3.27	0.38	9.4	6
Condessa de Santar 2009	DOC Do	2009	8.2	0.23	0.49	0.9	Sociedade Agrcola de Santar, SA	0.057	15	73	0.9928	3.07	0.38	10.4	6
Condessa de Santar 2011	DOC Do	2011	6	0.24	0.32	6.3	Sociedade Agrcola de Santar, SA	0.03	34	129	0.9946	3.52	0.41	10.4	5
Cono Sur Bicicleta Viognier 2011	Chile	2011	6.1	0.45	0.27	0.8	Via Cono Sur	0.039	13	82	0.9927	3.23	0.32	9.5	5
Cono Sur Reserve Gewurztraminer 2010	Chile	2010	7.4	0.23	0.43	1.4	Via Cono Sur	0.044	22	113	0.9938	3.22	0.62	10.6	6
Cono Sur Reserve Chardonnay 2005	Chile	2005	7.2	0.2	0.38	1	Via Cono Sur	0.037	21	74	0.9918	3.21	0.37	11	5
Cono Sur Single Vineyard Block n 5 Quebrada Alta Chardonnay 2015	Chile	2015	7.5	0.14	0.34	1.3	Via Cono Sur	0.055	50	153	0.9945	3.29	0.8	9.6	6
Consensual Reserva 2010	DOC Douro	2010	7.7	0.25	0.43	4.5	Antnio Caetano de Sousa e Faria Giro	0.062	20	115	0.9966	3.38	0.5	9.9	6
Consensual Reserva Especial 2004	DOC Douro	2004	8.2	0.61	0.45	5.4	Antnio Caetano de Sousa e Faria Giro	0.03	15	118	0.9954	3.14	0.34	9.6	5
Consensus 2009	Regional Lisboa	2009	7.6	0.21	0.44	1.9	DFJ Vinhos, SA	0.036	10	119	0.9913	3.01	0.7	12.8	6
Consensus 2012	Regional Lisboa	2012	7.4	0.22	0.33	2	DFJ Vinhos, SA	0.045	31	101	0.9931	3.42	0.55	11.4	5
Contemporal Vinho Verde Alvarinho 2013	DOC Vinhos Verdes	2013	7.2	0.26	0.26	12.7	Quintas de Melgao, Agricultura e Turismo, SA	0.036	49	214	0.9986	3.41	0.5	10	6
Contra a Corrente 2008	DOC Bairrada	2008	6.4	0.25	0.41	8.6	Carlos Campolargo Vinhos	0.042	57	173	0.9965	3	0.44	9.1	5
Contraste 2006	DOC Douro	2006	6.3	0.32	0.35	11.1	Conceito - Sociedade de Vinhos, Lda	0.039	29	198	0.9984	3.36	0.5	9.4	7
Contraste 2008	DOC Douro	2008	6.8	0.25	0.29	2	Conceito - Sociedade de Vinhos, Lda	0.042	19	189	0.9952	3.46	0.54	10.2	6
Contraste 2010	DOC Douro	2010	9.8	0.44	0.4	2.8	Conceito - Sociedade de Vinhos, Lda	0.036	35	167	0.9956	2.97	0.39	9.2	5
Contraste 2011	DOC Douro	2011	7.2	0.2	0.25	4.5	Conceito - Sociedade de Vinhos, Lda	0.044	31	109	0.9949	3.23	0.36	9.4	5
Convento da Serra 2010	Regional Alentejo	2010	8.2	0.61	0.45	5.4	Roquevale, SA	0.03	15	118	0.9954	3.14	0.34	9.6	5
Convento da Tomina 2005	DOC Alentejo	2005	7.5	0.42	0.45	9.1	Francisco Fernandes Garcia Unipessoal, Lda	0.029	20	125	0.996	3.12	0.36	10.1	6
Convento da Tomina 2006	DOC Alentejo	2006	7.4	0.22	0.33	2	Francisco Fernandes Garcia Unipessoal, Lda	0.045	31	101	0.9931	3.42	0.55	11.4	5
Convento da Tomina 2013	DOC Alentejo	2013	6.4	0.26	0.3	2.2	Francisco Fernandes Garcia Unipessoal, Lda	0.025	33	134	0.992	3.21	0.47	10.6	6
Convento da Vila 2004	Regional Alentejo	2004	7.9	0.46	0.32	4.1	Adega Cooperativa de Borba, C.R.L.	0.033	40	138	0.9912	3.18	0.44	12.8	7
Convento Velho 2009	Regional Alentejo	2009	6.5	0.41	0.64	11.8	Tiago Mateus Cabao e Cabao	0.065	65	225	0.9978	3.12	0.51	8.9	5
Conventual 2004	Regional Alentejo	2004	7.5	0.32	0.37	1.2	Adega Cooperativa de Portalegre	0.048	22	184	0.9938	3.09	0.43	9.3	5
Conventual Reserva 2008	Regional Alentejo	2008	6.6	0.21	0.38	2.2	Adega Cooperativa de Portalegre	0.026	40	104	0.9914	3.25	0.4	11.1	8
Conventual Reserva 2010	Regional Alentejo	2010	7.1	0.21	0.3	1.4	Adega Cooperativa de Portalegre	0.037	45	143	0.9932	3.13	0.33	9.9	6
Conventual Reserva 2014	Regional Alentejo	2014	7.6	0.26	0.47	1.6	Adega de Portalegre	0.068	5	55	0.9944	3.1	0.45	9.6	5
Conventual Reserva 2016	Regional Alentejo	2016	7.6	0.21	0.44	1.9	Adega de Portalegre	0.036	10	119	0.9913	3.01	0.7	12.8	6
Conventual Reserva Vinha da Serra da Penha 2014	Regional Alentejo	2014	6.9	0.25	0.26	5.2	Adega de Portalegre	0.024	36	135	0.9948	3.16	0.72	10.7	7
Corpus 2007	DOC Douro	2007	7.1	0.26	0.32	14.45	Veredas do Douro, Sociedade Agrcola Lda	0.074	29	107	0.998	2.96	0.42	9.2	6
Cortes de Cima 2001	Regional Alentejo	2001	7.3	0.22	0.4	14.75	Casa Agrcola Cortes de Cima, Lda	0.042	44.5	129.5	0.9998	3.36	0.41	9.1	7
Cortes de Cima 2004	Regional Alentejo	2004	6.2	0.37	0.22	8.3	Casa Agrcola Cortes de Cima, Lda	0.025	36	216	0.9964	3.33	0.6	9.6	6
Cortes de Cima 2005	Regional Alentejo	2005	7.9	0.22	0.45	14.2	Casa Agrcola Cortes de Cima, Lda	0.038	53	141	0.9992	3.03	0.46	9.2	6
Cortes de Cima 2006	Regional Alentejo	2006	6.9	0.25	0.26	5.2	Casa Agrcola Cortes de Cima, Lda	0.024	36	135	0.9948	3.16	0.72	10.7	7
Cortes de Cima 2007	Regional Alentejo	2007	7.3	0.22	0.4	14.75	Casa Agrcola Cortes de Cima, Lda	0.042	44.5	129.5	0.9998	3.36	0.41	9.1	7
Cortes de Cima 2008	Regional Alentejo	2008	7.1	0.26	0.32	14.45	Casa Agrcola Cortes de Cima, Lda	0.074	29	107	0.998	2.96	0.42	9.2	6
Cortes de Cima 2009	Regional Alentejo	2009	7.4	0.25	0.37	6.9	Casa Agrcola Cortes de Cima, Lda	0.02	14	93	0.9939	3	0.48	10.7	7
Cortes de Cima 2012	Regional Alentejo	2012	6.8	0.18	0.37	1.5	Casa Agrcola Cortes de Cima, Lda	0.027	37	93	0.992	3.3	0.45	10.8	6
Cortes de Cima 2013	Regional Alentejo	2013	7	0.17	0.37	1.5	Casa Agrcola Cortes de Cima, Lda	0.028	26	75	0.9922	3.3	0.46	10.8	7
Cortes de Cima 2013	Regional Alentejo	2013	6.4	0.3	0.38	7.8	Casa Agrcola Cortes de Cima, Lda	0.046	35	192	0.9955	3.1	0.37	9	5
Cortes de Cima 2014	Regional Alentejo	2014	5	0.33	0.16	1.5	Casa Agrcola Cortes de Cima, Lda	0.049	10	97	0.9917	3.48	0.44	10.7	6
Cortes de Cima 2015	Regional Alentejo	2015	5	0.33	0.16	1.5	Casa Agrcola Cortes de Cima, Lda	0.049	10	97	0.9917	3.48	0.44	10.7	6
Cortes de Cima Aragonez 2002	Regional Alentejo	2002	8.9	0.33	0.32	1.5	Casa Agrcola Cortes de Cima, Lda	0.047	11	200	0.9954	3.19	0.46	9.4	5
Cortes de Cima Aragonez 2003	Regional Alentejo	2003	7	0.26	0.46	15.55	Casa Agrcola Cortes de Cima, Lda	0.037	61	171	0.9986	2.94	0.35	8.8	6
Cortes de Cima Aragonez 2004	Regional Alentejo	2004	6.4	0.3	0.38	7.8	Casa Agrcola Cortes de Cima, Lda	0.046	35	192	0.9955	3.1	0.37	9	5
Cortes de Cima Aragonez 2007	Regional Alentejo	2007	6.3	0.21	0.4	1.7	Casa Agrcola Cortes de Cima, Lda	0.031	48	134	0.9917	3.42	0.49	11.5	6
Cortes de Cima Aragonez 2013	Regional Alentejo	2013	8	0.23	0.46	1.5	Casa Agrcola Cortes de Cima, Lda	0.03	30	125	0.9907	3.23	0.47	12.5	6
Cortes de Cima Dois Terroirs 2014	Regional Alentejo	2014	9.2	0.28	0.41	1	Casa Agrcola Cortes de Cima, Lda	0.042	14	59	0.9922	2.96	0.25	10.5	6
Cortes de Cima Homenagem Hans Christian Andersen 2003	Regional Alentejo	2003	7.3	0.27	0.39	6.7	Casa Agrcola Cortes de Cima, Lda	0.064	28	188	0.9958	3.29	0.3	9.7	5
Cortes de Cima Homenagem Hans Christian Andersen 2007	Regional Alentejo	2007	7.6	0.32	0.36	1.6	Casa Agrcola Cortes de Cima, Lda	0.04	32	155	0.993	3.23	0.52	11.3	6
Cortes de Cima Homenagem Hans Christian Andersen 2011	Regional Alentejo	2011	5	0.33	0.16	1.5	Casa Agrcola Cortes de Cima, Lda	0.049	10	97	0.9917	3.48	0.44	10.7	6
Cortes de Cima Homenagem Hans Christian Andersen 2013	Regional Alentejo	2013	9.7	0.24	0.45	1.2	Casa Agrcola Cortes de Cima, Lda	0.033	11	59	0.9926	2.74	0.47	10.8	6
Cortes de Cima Incgnito 2003	Regional Alentejo	2003	8	0.28	0.42	7.1	Casa Agrcola Cortes de Cima, Lda	0.045	41	169	0.9959	3.17	0.43	10.6	5
Cortes de Cima Reserva 2003	Regional Alentejo	2003	8.2	0.37	0.36	1	Casa Agrcola Cortes de Cima, Lda	0.034	17	93	0.9906	3.04	0.32	11.7	8
Cortes de Cima Reserva 2004	Regional Alentejo	2004	8	0.61	0.38	12.1	Casa Agrcola Cortes de Cima, Lda	0.301	24	220	0.9993	2.94	0.48	9.2	5
Cortes de Cima Syrah 2002	Regional Alentejo	2002	7.2	0.26	0.44	7.1	Casa Agrcola Cortes de Cima, Lda	0.027	25	126	0.993	3.02	0.34	11.1	8
Cortes de Cima Syrah 2003	Regional Alentejo	2003	8.2	0.37	0.36	1	Casa Agrcola Cortes de Cima, Lda	0.034	17	93	0.9906	3.04	0.32	11.7	8
Cortes de Cima Syrah 2005	Regional Alentejo	2005	6.4	0.23	0.33	1.15	Casa Agrcola Cortes de Cima, Lda	0.044	15.5	217.5	0.992	3.33	0.44	11	6
Cortes de Cima Syrah 2007	Regional Alentejo	2007	5.9	0.4	0.32	6	Casa Agrcola Cortes de Cima, Lda	0.034	50	127	0.992	3.51	0.58	12.5	7
Cortes de Cima Syrah 2013	Regional Alentejo	2013	7.6	0.28	0.39	1.2	Casa Agrcola Cortes de Cima, Lda	0.038	21	115	0.994	3.16	0.67	10	6
Cortes de Cima Syrah 2014	Regional Alentejo	2014	8	0.28	0.42	7.1	Casa Agrcola Cortes de Cima, Lda	0.045	41	169	0.9959	3.17	0.43	10.6	5
Cortes de Cima Touriga Nacional 2002	Regional Alentejo	2002	7.2	0.23	0.39	2.3	Casa Agrcola Cortes de Cima, Lda	0.033	29	102	0.9908	3.26	0.54	12.3	7
Cortes de Cima Touriga Nacional 2007	Regional Alentejo	2007	6.8	0.32	0.37	3.4	Casa Agrcola Cortes de Cima, Lda	0.023	19	87	0.9902	3.14	0.53	12.7	6
Cortes de Cima Touriga Nacional 2008	Regional Alentejo	2008	7.2	0.23	0.39	2.3	Casa Agrcola Cortes de Cima, Lda	0.033	29	102	0.9908	3.26	0.54	12.3	7
Cortes de Cima Trincadeira 2004	Regional Alentejo	2004	6.9	0.18	0.38	6.5	Casa Agrcola Cortes de Cima, Lda	0.039	20	110	0.9943	3.1	0.42	10.5	5
Costa do Pombal 2000	DOC Douro	2000	9.4	0.26	0.53	1.2	Vallegre, Vinhos do Porto, S.A.	0.047	25	109	0.9921	3.23	0.28	12.5	6
Cottas 2010	DOC Douro	2010	8.3	0.33	0.42	1.15	Quinta de Cottas, Lda	0.033	18	96	0.9911	3.2	0.32	12.4	3
Cottas 2015	DOC Douro	2015	7.3	0.29	0.3	13	Quinta de Cottas, Lda	0.043	46	238	0.9986	3.06	0.41	8.7	6
Cottas Grande Reserva 2010	DOC Douro	2010	7.9	0.41	0.37	4.5	Quinta de Cottas, Lda	0.03	40	114	0.992	3.17	0.54	12.4	7
Cottas Reserva 2009	DOC Douro	2009	7.9	0.44	0.37	5.85	Quinta de Cottas, Lda	0.033	27	93	0.992	3.16	0.54	12.6	7
Cottas Reserva 2011	DOC Douro	2011	7.7	0.39	0.3	5.2	Quinta de Cottas, Lda	0.037	29	131	0.9943	3.38	0.44	11	6
Cottas Reserva 2012	DOC Douro	2012	7.7	0.26	0.31	1.3	Quinta de Cottas, Lda	0.043	47	155	0.9937	3.42	0.5	10.1	6
Cottas Reserva 2014	DOC Douro	2014	7.8	0.32	0.31	1.7	Quinta de Cottas, Lda	0.036	46	195	0.993	3.03	0.48	10.5	5
Ctto Grande Escolha 2000	DOC Douro	2000	6.8	0.32	0.37	3.4	Montez Champalimaud, Lda	0.023	19	87	0.9902	3.14	0.53	12.7	6
Ctto Grande Escolha 2001	DOC Douro	2001	7.3	0.24	0.39	3.6	Montez Champalimaud, Lda	0.024	35	116	0.9928	3.17	0.51	10.9	5
Ctto Grande Escolha 2007	DOC Douro	2007	7.1	0.44	0.37	2.7	Montez Champalimaud, Lda	0.041	35	128	0.9896	3.07	0.43	13.5	7
Courela 2004	Regional Alentejo	2004	10.3	0.25	0.48	2.2	Casa Agrcola Cortes de Cima, Lda	0.042	28	164	0.998	3.19	0.59	9.7	5
Coutada Velha Signature 2016	Regional Alentejo	2016	7.9	0.14	0.28	1.8	Sociedade Agrcola D. Diniz, S.A.	0.041	44	178	0.9954	3.45	0.43	9.2	6
Coutada Velha Signature 2017	Regional Alentejo	2017	7.4	0.18	0.42	2.1	Sociedade Agrcola D. Diniz, S.A.	0.036	33	187	0.9938	3.4	0.41	10.6	7
Couteiro-Mor 2004	Regional Alentejo	2004	8.1	0.43	0.42	6.6	Sociedade Agrcola Gabriel Francisco Dias & Filhos, Lda	0.033	36	141	0.9918	2.98	0.39	13.3	7
Couteiro-Mor Colheita Seleccionada 2004	Regional Alentejo	2004	7.1	0.44	0.37	2.7	Sociedade Agrcola Gabriel Francisco Dias & Filhos, Lda	0.041	35	128	0.9896	3.07	0.43	13.5	7
Couteiro-Mor Colheita Seleccionada Anto Vaz 2007	Regional Alentejo	2007	6.4	0.26	0.22	5.1	Sociedade Agrcola Gabriel Francisco Dias & Filhos, Lda	0.037	23	131	0.9944	3.29	0.32	10.1	5
Couteiro-Mor Escolha Alicante Bouschet & Aragonez 2011	Regional Alentejo	2011	8	0.66	0.72	17.55	Sociedade Agrcola Gabriel Francisco Dias & Filhos, Lda	0.042	62	233	0.9999	2.92	0.68	9.4	4
Couteiro-Mor Escolha Anto Vaz 2012	Regional Alentejo	2012	8	0.2	0.4	5.2	Sociedade Agrcola Gabriel Francisco Dias & Filhos, Lda	0.055	41	167	0.9953	3.18	0.4	10.6	7
Couteiro-Mor Signature 2015	Regional Alentejo	2015	7.2	0.21	0.34	1.1	Sociedade Agrcola Gabriel Francisco Dias & Filhos, Lda	0.046	25	80	0.992	3.25	0.4	11.3	6
Couteiro-Mor Signature 2017	Regional Alentejo	2017	7.2	0.18	0.31	1.1	Sociedade Agrcola Gabriel Francisco Dias & Filhos, Lda	0.045	20	73	0.9925	3.32	0.4	10.8	7
Cova da Ursa Chardonnay 2007	Regional Pennsula de Setbal	2007	8.4	0.57	0.44	10.7	Bacalha Vinhos de Portugal, S.A.	0.051	46	195	0.9981	3.15	0.51	10.4	5
Cova da Ursa Chardonnay 2010	Regional Pennsula de Setbal	2010	5.3	0.26	0.23	5.15	Bacalha Vinhos de Portugal, S.A.	0.034	48	160	0.9952	3.82	0.51	10.5	7
Cova da Ursa Chardonnay 2011	Regional Pennsula de Setbal	2011	5.7	0.245	0.33	1.1	Bacalha Vinhos de Portugal, S.A.	0.049	28	150	0.9927	3.13	0.42	9.3	5
Cova da Ursa Chardonnay 2013	Regional Pennsula de Setbal	2013	5.6	0.245	0.32	1.1	Bacalha Vinhos de Portugal, S.A.	0.047	24	152	0.9927	3.12	0.42	9.3	6
Cova da Ursa Chardonnay 2014	Regional Pennsula de Setbal	2014	7.3	0.25	0.41	1.8	Bacalha Vinhos de Portugal, S.A.	0.037	52	165	0.9911	3.29	0.39	12.2	7
Cova da Ursa Chardonnay 2015	Regional Pennsula de Setbal	2015	7	0.16	0.73	1	Bacalha Vinhos de Portugal, S.A.	0.138	58	150	0.9936	3.08	0.3	9.2	5
Cova da Ursa Chardonnay 2016	Regional Pennsula de Setbal	2016	6.4	0.22	0.34	1.8	Bacalha Vinhos de Portugal, S.A.	0.057	29	104	0.9959	3.81	0.57	10.3	6
Covela 2007	Regional Vinhos Verdes	2007	7.3	0.18	0.65	1.4	Quinta de Covela Sociedade Agrcola S.A.	0.046	28	157	0.9946	3.33	0.62	9.4	6
Covela 2016	Regional Vinhos Verdes	2016	6.4	0.17	0.27	6.7	William Smith & Lima, Lda	0.036	88	223	0.9948	3.28	0.35	10.2	6
Covela Colheita Seleccionada 2007	Regional Vinhos Verdes	2007	6.9	0.29	0.16	6.8	Quinta de Covela Sociedade Agrcola S.A.	0.034	65	212	0.9955	3.08	0.39	9	6
Covela Edio Nacional Avesso 2012	DOC Vinhos Verdes	2012	6.2	0.21	0.38	6.8	William Smith & Lima, Lda	0.036	64	245	0.9951	3.06	0.36	9.3	6
Covela Edio Nacional Avesso 2014	DOC Vinhos Verdes	2014	6.4	0.23	0.3	7.1	William Smith & Lima, Lda	0.037	63	236	0.9952	3.06	0.34	9.2	6
Crasto 2005	DOC Douro	2005	7.3	0.19	0.68	1.5	Sociedade Agrcola da Quinta do Crasto	0.05	31	156	0.9946	3.32	0.64	9.4	6
Crasto 2006	DOC Douro	2006	7.3	0.18	0.65	1.4	Sociedade Agrcola da Quinta do Crasto	0.046	28	157	0.9946	3.33	0.62	9.4	6
Crasto 2007	DOC Douro	2007	9.6	0.29	0.46	1.45	Sociedade Agrcola da Quinta do Crasto	0.039	77.5	223	0.9944	2.92	0.46	9.5	6
Crasto 2007	DOC Douro	2007	7.2	0.14	0.35	1.2	Sociedade Agrcola da Quinta do Crasto	0.036	15	73	0.9938	3.46	0.39	9.9	5
Crasto 2008	DOC Douro	2008	6.9	0.31	0.34	7.4	Sociedade Agrcola da Quinta do Crasto	0.059	36	174	0.9963	3.46	0.62	11.1	7
Crasto 2008	DOC Douro	2008	7.5	0.28	0.34	4.2	Sociedade Agrcola da Quinta do Crasto	0.028	36	116	0.991	2.99	0.41	12.3	8
Crasto 2009	DOC Douro	2009	8	0.22	0.42	14.6	Sociedade Agrcola da Quinta do Crasto	0.044	45	163	1.0003	3.21	0.69	8.6	7
Crasto 2009	DOC Douro	2009	7.6	0.31	0.29	10.5	Sociedade Agrcola da Quinta do Crasto	0.04	21	145	0.9966	3.04	0.35	9.4	5
Crasto 2010	DOC Douro	2010	8.4	0.35	0.56	13.8	Sociedade Agrcola da Quinta do Crasto	0.048	55	190	0.9993	3.07	0.58	9.4	6
Crasto 2011	DOC Douro	2011	8	0.22	0.42	14.6	Sociedade Agrcola da Quinta do Crasto	0.044	45	163	1.0003	3.21	0.69	8.6	7
Crasto 2013	DOC Douro	2013	8.1	0.5	0.47	1.1	Sociedade Agrcola da Quinta do Crasto	0.037	23	126	0.9938	3.21	0.42	10.9	5
Crasto 2014	DOC Douro	2014	7	0.39	0.31	5.3	Sociedade Agrcola da Quinta do Crasto	0.169	32	162	0.9965	3.2	0.48	9.4	5
Crasto 2015	DOC Douro	2015	8.1	0.5	0.47	1.1	Sociedade Agrcola da Quinta do Crasto	0.037	23	126	0.9938	3.21	0.42	10.9	5
Crasto 2016	DOC Douro	2016	8.4	0.35	0.56	13.8	Sociedade Agrcola da Quinta do Crasto	0.048	55	190	0.9993	3.07	0.58	9.4	6
Crasto Superior 2007	DOC Douro	2007	6.2	0.22	0.27	1.5	Sociedade Agrcola da Quinta do Crasto	0.064	20	132	0.9938	3.22	0.46	9.2	6
Crasto Superior 2008	DOC Douro	2008	8	0.22	0.42	14.6	Sociedade Agrcola da Quinta do Crasto	0.044	45	163	1.0003	3.21	0.69	8.6	7
Crasto Superior 2011	DOC Douro	2011	7.6	0.31	0.29	10.5	Sociedade Agrcola da Quinta do Crasto	0.04	21	145	0.9966	3.04	0.35	9.4	5
Crasto Superior 2012	DOC Douro	2012	7	0.24	0.36	4.9	Sociedade Agrcola da Quinta do Crasto	0.083	10	133	0.9942	3.33	0.37	10.8	6
Crasto Superior 2013	DOC Douro	2013	6.6	0.27	0.3	1.9	Sociedade Agrcola da Quinta do Crasto	0.025	14	153	0.9928	3.29	0.62	10.5	6
Crasto Superior 2014	DOC Douro	2014	7.8	0.16	0.41	1.7	Sociedade Agrcola da Quinta do Crasto	0.026	29	140	0.991	3.02	0.78	12.5	6
Crasto Superior 2015	DOC Douro	2015	7.7	0.27	0.34	1.8	Sociedade Agrcola da Quinta do Crasto	0.028	26	168	0.9911	2.99	0.48	12.1	7
Crasto Superior 2016	DOC Douro	2016	7.4	0.31	0.74	10.7	Sociedade Agrcola da Quinta do Crasto	0.039	51	147	0.9977	3.02	0.43	8.7	5
Crasto Superior Syrah 2013	Regional Douro	2013	8	0.45	0.36	8.8	Sociedade Agrcola da Quinta do Crasto	0.026	50	151	0.9927	3.07	0.25	12.7	8
Crios Cabernet Sauvignon 2008	Argentina	2008	7.7	0.27	0.34	1.8	Dominio Del Plata	0.028	26	168	0.9911	2.99	0.48	12.1	7
Crios Malbec 2004	Argentina	2004	7.8	0.16	0.41	1.7	Dominio Del Plata	0.026	29	140	0.991	3.02	0.78	12.5	6
Crios Malbec 2005	Argentina	2005	6.6	0.16	0.29	1.8	Dominio Del Plata	0.05	40	147	0.9912	3.06	0.44	11.4	7
Crios Malbec 2007	Argentina	2007	8.3	0.21	0.4	1.6	Dominio Del Plata	0.032	35	110	0.9907	3.02	0.6	12.9	7
Crios Malbec 2008	Argentina	2008	7.2	0.32	0.33	1.4	Dominio Del Plata	0.029	29	109	0.9902	3.15	0.51	12.8	7
Crios Malbec 2009	Argentina	2009	6.6	0.16	0.3	1.6	Dominio Del Plata	0.034	15	78	0.992	3.38	0.44	11.2	6
Crios Malbec 2015	Argentina	2015	8.4	0.16	0.33	1.5	Dominio Del Plata	0.033	16	98	0.994	3.14	0.42	9.7	6
Crios Ros of Malbec 2006	Argentina	2006	7.5	0.23	0.32	9.2	Dominio Del Plata	0.038	54	191	0.9966	3.04	0.56	9.7	6
Crios Ros of Malbec 2007	Argentina	2007	6.2	0.17	0.3	1.1	Dominio Del Plata	0.037	14	79	0.993	3.5	0.54	10.3	6
Crios Syrah & Bonarda 2004	Argentina	2004	6.9	0.39	0.22	4.3	Dominio Del Plata	0.03	10	102	0.993	3	0.87	11.6	4
Crios Syrah & Bonarda 2008	Argentina	2008	6.9	0.41	0.22	4.2	Dominio Del Plata	0.031	10	102	0.993	3	0.86	11.6	4
Crios Torronts 2010	Argentina	2010	7.5	0.23	0.32	9.2	Dominio Del Plata	0.038	54	191	0.9966	3.04	0.56	9.7	6
Crios Torronts 2012	Argentina	2012	7.5	0.38	0.33	5	Dominio Del Plata	0.045	30	131	0.9942	3.32	0.44	10.9	6
Crochet 2011	DOC Douro	2011	7.3	0.42	0.38	6.8	Esteban & Tavares Vinhos, Lda	0.045	29	122	0.9925	3.19	0.37	12.6	7
Crochet 2013	DOC Douro	2013	7.3	0.34	0.39	5.2	Esteban & Tavares Vinhos, Lda	0.04	45	163	0.9925	3.3	0.47	12.4	6
Crooked Vines 2005	DOC Douro	2005	7.8	0.23	0.28	4.75	G & R Consultores - Consultores em Viticultura e Enologia, Lda	0.042	45	166	0.9928	2.96	0.4	11.5	5
Crooked Vines 2008	DOC Douro	2008	9	0.245	0.38	5.9	G & R Consultores - Consultores em Viticultura e Enologia, Lda	0.045	52	159	0.995	2.93	0.35	10.2	6
Crozes-Hermitage Cuve Louis Belle 2004	Frana	2004	6.9	0.2	0.4	7.7	Domaine Belle	0.032	51	176	0.9939	3.22	0.27	11.4	5
Crozes-Hermitage La Matinire 2008	null	2008	7.4	0.19	0.42	6.4	Ferraton Pre & Fils	0.067	39	212	0.9958	3.3	0.33	9.6	6
Cunha Martins Reserva 2002	DOC Do	2002	8.2	0.2	0.36	8.1	Unio Comercial da Beira, Lda	0.035	60	163	0.9952	3.05	0.3	10.3	6
Curral Atlntis 2006	Mesa Aores	2006	8	0.59	0.71	17.35	Curral Atlntis - Sociedade Vitivincola, Lda	0.038	61	228	1	2.95	0.75	9.3	5
Curral Atlntis 2011	Mesa Aores	2011	7.9	0.14	0.45	1.8	Curral Atlntis - Sociedade Vitivincola, Lda	0.05	17	114	0.9948	3.33	0.49	10.7	7
Curral Atlntis Viosinho & Gouveio 2011	Regional Aores	2011	6.8	0.24	0.4	1.8	Curral Atlntis - Sociedade Vitivincola, Lda	0.047	34	105	0.99	3.13	0.49	12.8	8
Curva 2004	DOC Douro	2004	9.7	0.14	0.59	1.5	Sogevinus Fine Wines, S.A.	0.049	23	142	0.9958	2.98	0.62	9.5	5
Curva 2006	DOC Douro	2006	9.2	0.15	0.68	1.6	Sogevinus Fine Wines, S.A.	0.046	22	130	0.9948	3.02	0.45	10.4	6
Curva 2011	DOC Douro	2011	9.4	0.17	0.55	1.6	Sogevinus Fine Wines, S.A.	0.049	14	94	0.9949	3.02	0.61	10.3	6
Curva 2013	DOC Douro	2013	5.2	0.365	0.08	13.5	Sogevinus Fine Wines, S.A.	0.041	37	142	0.997	3.46	0.39	9.9	6
Curva Reserva 2004	DOC Douro	2004	6.3	0.23	0.22	3.75	Sogevinus Fine Wines, S.A.	0.039	37	116	0.9927	3.23	0.5	10.7	6
Curva Reserva 2006	DOC Douro	2006	9.6	0.25	0.54	1.3	Sogevinus Fine Wines, S.A.	0.04	16	160	0.9938	2.94	0.43	10.5	5
Curva Reserva 2009	DOC Douro	2009	9.2	0.32	0.42	1.3	Sogevinus Fine Wines, S.A.	0.046	14	186	0.9949	3.08	0.48	9.6	5
Curva Reserva 2011	DOC Douro	2011	6.4	0.31	0.4	6.2	Sogevinus Fine Wines, S.A.	0.04	46	169	0.9953	3.15	0.46	9.3	6
D. Graa Grande Reserva 2011	DOC Douro	2011	8.1	0.2	0.36	9.7	Viniloureno Unipessoal	0.044	63	162	0.997	3.1	0.46	10	6
D. Graa Grande Reserva Souso 2011	DOC Douro	2011	7.9	0.255	0.26	2	Viniloureno Unipessoal	0.026	40	190	0.9932	3.04	0.39	11.2	6
D. Graa Grande Reserva Vinhas Antigas 2008	DOC Douro	2008	7	0.15	0.34	1.4	Viniloureno Unipessoal	0.039	21	177	0.9927	3.32	0.62	10.8	5
D. Graa Reserva 2007	DOC Douro	2007	6.4	0.15	0.31	1.1	Viniloureno Unipessoal	0.044	25	96	0.9932	3.54	0.51	10.3	6
D. Graa Reserva 2013	DOC Douro	2013	6.4	0.25	0.53	6.6	Viniloureno Unipessoal	0.038	59	234	0.9955	3.03	0.42	8.8	5
D. Graa Reserva Viosinho 2009	DOC Douro	2009	7.6	0.19	0.42	1.5	Viniloureno Unipessoal	0.044	6	114	0.9914	3.04	0.74	12.8	6
D. Pancho 2004	DOC Douro	2004	7.3	0.43	0.37	4.6	Jos Carlos de Morais Calheiros Cruz & CA, Lda	0.028	17	114	0.991	3.23	0.43	13.2	6
Dados Verdejo 2009	Espanha	2009	5.1	0.31	0.3	0.9	Valsanzo, S.L.	0.037	28	152	0.992	3.54	0.56	10.1	6
D'Aguiar 1999	Regional Beiras	1999	6.2	0.2	0.26	1.7	D'Aguiar - Companhia Agrcola, S.A.	0.093	40	161	0.9924	3.44	0.66	11	5
