Name;Region;Year;Color;Castes;AlcoholPercentage;Producer;MinimunPrice;MaximumPrice;Judge;JudgeRating;Date;JudgeNotes
Astrales 2008;Espanha;2008;Red;Tinto Fino;14.0;Bodegas Los Astrales. S.L.;20.0;25.0;Eduardo Garc°a;16.5;Dezembro 2014;Apresenta uma cor granada de mÇdia intensidade e um nariz muito complexo, onde os aromas apimentados e delicadamente frutados se misturam com evidentes notas balsÉmicas e de couro, alÇm de suaves nuances de barrica e especiarias, na boca Ç um vinho com um volume bem agrad†vel e uma certa elegÉncia, revela uns com taninos bem presentes e um paladar marcado pela fruta preta madura e diversas especiarias, alÇm do couro que sobressai, o final de boca tem um comprimento e persistància ligeiramente acima da mÇdia.
Astronauta Touriga Nacional 2015;Regional Lisboa;2015;Red;Touriga Nacional;13.5;Quinta do Gradil - Sociedade Vitivin°cola, SA;4.0;7.5;An°bal Coutinho e Vera Moreira;15.5;Maráo 2018;Cor granada de mÇdia intensidade no centro e uma aurÇola de tonalidade violeta, o nariz est† fortemente marcado pelos aromas florais e de fruta vermelha, acompanhados por sugestivas nuances de especiarias e atÇ algum chocolate, na boca Ç um vinho correcto, equilibrado e com taninos redondos, no paladar sobressai a fruta madura envolvida por um leve toque especiado, com o final de boca a terminar algo seco e com um comprimento e persistància medianos.
Atalaya 2008;DOC Douro;2008;Red;Touriga Nacional, Touriga Franca, Tinta Roriz, Sous∆o e Vinhas Velhas;14.0;Rui Roboredo Madeira Vinhos S.A.;12.5;15.0;Rui Roboredo Madeira;16.0;Dezembro 2013;Apresenta uma cor rubi muito carregada no centro, no nariz destacam-se os aromas da fruta bem madura combinada com notas de diversas especiarias, fumo e tambÇm folhas de tabaco, num fundo marcado pela baunilha e tosta, na boca Ç um vinho encorpado, complexo, estruturado e tambÇm algo seco, conta com um paladar frutado, especiado e acima de tudo fumado, terminando de uma forma persistente e com um comprimento mÇdio/alto.
Atalaya 2011;DOC Douro;2011;Red;Touriga Nacional, Tinta Roriz, Touriga Franca e Vinhas Velhas;14.5;Rui Roboredo Madeira Vinhos S.A.;15.0;20.0;Rui Roboredo Madeira;17.0;Dezembro 2017;Cor rubi muito concentrada e nariz rico em aromas florais e frutos do bosque e negros, alÇm de sugestivas notas vegetais e algumas especiarias, na boca Ç um vinho elegante, harmonioso e com taninos bem presentes, no paladar destacam-se as notas de fruta vermelha madura, algum vegetal e uma forte componente especiada e atÇ mineral, termina longo e persistente.
Atempado Azal 2011;DOC Vinhos Verdes;2011;White;Azal;11.5;RogÇrio Jo∆o Azevedo Gomes Le∆o;4.0;7.5;Jorge Sousa Pinto;14.0;Outubro 2013;Cor p†lida e nariz dominado pelas notas vegetais e de fruta tropical madura, na boca Ç um vinho f†cil, com um toque gaseificado bem presente e um paladar frutado e algo floral, termina curto de comprimento e persistància.
Athayde Grande Escolha 2007;Regional Alentejo;2007;Red;Alicante Bouschet, Aragonàs e Touriga Nacional;13.5;Monte da Raposinha, Lda;20.0;25.0;Carlos Magalh∆es;17.0;Outubro 2011;Apresenta uma cor carregada e um nariz fino e elegante, dominado por notas de fruta preta, aliadas a delicadas sugest‰es florais mas tambÇm especiadas e fumadas, num fundo que faz lembrar alguma tosta, menta e cacau, formando assim um conjunto muito atractivo, na boca Ç um vinho estruturado, encorpado e acima de tudo envolvente, a fruta continua bem presente tal como diversas notas de especiarias, cafÇ e ainda um ligeiro toque mineral, conta com uns taninos firmes e elegantes, num final longo e persistente.
Atlantis 2016;DOC Madeira;2016;RosÇ;Tinta Negra;10.5;Madeira Wine Company, S.A.;4.0;7.5;Francisco Albuquerque;15.5;Agosto 2018;Cor vermelha pouco intensa e nariz subtilmente frutado e floral, com breves notas salinas a conferirem alguma frescura e vivacidade ao conjunto, na boca Ç um vinho delicado, com uma acidez correcta e um paladar frutado e levemente floral e atÇ vegetal, o final de boca termina com um comprimento curto/mÇdio e uma persistància delicada.
Atteca Armas Old Vines 2010;Espanha;2010;Red;Vinhas Velhas e Garnacha Tinta;15.5;Bodegas Ateca, S. L.;25.0;50.0;Sarah Morris e Iwo Jakimowicz;17.0;Fevereiro 2015;Apresenta uma cor granada de tonalidade avermelhada, o nariz revela elegÉncia, com as notas de fruta vermelha madura e finas especiarias a aparecerem muito bem envolvidas com uma certa mineralidade e uma tosta de grande qualidade, alÇm de breves apontamentos minerais e atÇ balsÉmicos, na boca Ç um vinho exuberante e guloso, com uma estrutura fina e um corpo cheio, destacando-se ainda a firmeza dos seus taninos, no paladar destacam-se as notas especiadas e apimentadas, acompanhadas pela fruta preta madura e por uma tosta sempre presente, o final de boca Ç longo e muito persistente.
Atteca Old Vines 2005;Espanha;2005;Red;Vinhas Velhas e Garnacha Tinta;14.5;Bodegas Ateca, S. L.;10.0;12.5;Sarah Morris e Iwo Jakimowicz;16.5;Novembro 2010;Apresenta uma cor granade de mÇdia concentraá∆o e um nariz bem preenchido por notas de frutos pretos maduros combinados com sugest‰es minerais, algum fumo e uma leve sensaá∆o de flores secas, na boca mostra-se estruturado, com bom corpo e taninos firmes mas bem integrados, a fruta aparece menos expressiva devido Ö s¢lida presenáa da madeira, acabando por formar um belo conjunto, termina prolongado e persistente.
Aureus de Sauternes 2004;Franáa;2004;White;Semillon, Sauvignon Blanc e Moscatel;12.5;Y.M. a 33190;12.5;15.0;;16.0;Janeiro 2007;Cor amarela e l°mpida, aromas bem frutados e de excelente qualidade, na boca e doáura Ç contagiante e aparecem leves notas florais bem integradas num conjunto bem frutado o final Ç persistente e de finura no paladar.
Aurius 2002;Regional Estremadura;2002;Red;Touriga Nacional, Syrah, Tinta Roriz e Petit Verdot;14.5;JosÇ Bento dos Santos - Quinta do Monte D'Oiro;25.0;50.0;JosÇ Bento dos Santos e Lu°s Elias Carvalho;16.5;Outubro 2015;Apresenta uma cor carregada e uns aromas ricos em frutos pretos bem maduros e leves sugest‰es florais, tudo muito equilibrado e de uma elegÉncia que impressiona, bem combinados com algum balsÉmico e uma fina especiaria, na boca sobressai de imediato o seu volume e a sua acidez, bem como a sua interessante frescura, os taninos est∆o bem redondos, a fruta aparece bem estruturada em conjunto com algum chocolate, o final Ç longo e vigoroso.
Aurius 2003;Regional Estremadura;2003;Red;Touriga Nacional, Syrah, Tinta Roriz e Petit Verdot;14.5;JosÇ Bento dos Santos - Quinta do Monte D'Oiro;25.0;50.0;JosÇ Bento dos Santos e Lu°s Elias Carvalho;16.5;Outubro 2015;Cor granada intensa e nariz algo evolu°do, que ao in°cio apresenta fruta em passa acompanhada por breves notas balsÉmicas e depois surgem as notas de couro e algumas especiarias que conferem uma certa elegÉncia ao conjunto, na boca surpreende pela sua estrutura e acidez, alem de taninos firmes, no paladar o destaque vai para a fruta preta e para breves notas vegetais e atÇ algo apimentadas, terminando com um final de boca relativamente prolongado.
Aurius 2012;Regional Lisboa;2012;Red;Touriga Nacional e Syrah;14.0;JosÇ Bento dos Santos - Quinta do Monte D'Oiro;20.0;25.0;JosÇ Bento dos Santos, Graáa Gonáalves e Gregory Viennois;17.0;Fevereiro 2019;Apresenta uma cor granada de mÇdia intensidade e um nariz bem preenchido por aromas de fruta vermelha muito madura, envolvida por evidentes notas de couro e uma delicada sensaá∆o terrosa e especiada, num fundo mais tostado e subtilmente balsÉmico, na boca revela-se estruturado, com um volume acima da mÇdia e taninos perfeitamente domados, no paladar destaca-se a harmonia existente entre a madeira, a fruta em passa e o couro, com o final de boca a terminar com um comprimento relativamente prolongado.
Autocarro nß 13 2017;Regional Pen°nsula de Set£bal;2017;RosÇ;Sangiovese;13.0;JosÇ A. L. da Mota Capit∆o;7.5;10.0;JosÇ da Mota Capit∆o;16.0;Outubro 2018;Cor salm∆o e nariz agradavelmente marcado pelos aromas de frutos vermelhos e notas florais, alÇm de um leve toque vegetal, na boca Ç um vinho equilibrado, muito fresco e ligeiramente seco, no paladar dominam as notas florais e de fruta vermelha muito fresca, com o final de boca a terminar com um comprimento mÇdio e uma persistància bem interessante.
Avancia CuveÇ de O Godello 2016;Espanha;2016;White;Godello;13.5;Bodegas Avancia, S.L.;12.5;15.0;Ignacio µlvarez Losada;16.5;Abril 2018;Apresenta uma cor amarela levemente esverdeada, o nariz sugere aromas c°tricos e de fruta fresca, pàra e pàssego principalmente, bem como delicadas notas minerais, na boca Ç um vinho equilibrado, estruturado e com uma acidez vibrante, no paladar volta a destacar-se a intensidade e qualidade da fruta, acompanhada por breves nuances limonadas e minerais, o final de boca termina de uma forma agradavelmente prolongada.
Aveleda 2011;DOC Vinhos Verdes;2011;White;Arinto, Loureiro e Trajadura;10.0;Sociedade Agr°cola e Comercial da Quinta da Aveleda, S.A.;2.0;4.0;Manuel Soares;14.5;Agosto 2012;Cor p†lida, nariz marcado pelas evidentes notas c°tricas e um ligeiro floral acompanhado por uma fruta muito delicada, na boca Ç um vinho leve, ligeiramente gaseificado, com um paladar fresco e limonado, o final de boca tem um comprimento e persistància curtos.
Aveleda 2012;DOC Vinhos Verdes;2012;White;Arinto, Loureiro e Trajadura;10.0;Sociedade Agr°cola e Comercial da Quinta da Aveleda, S.A.;2.0;4.0;Manuel Soares;14.0;Agosto 2013;Apresenta uma cor p†lida delicada com leves apontamentos esverdeados e um nariz marcado por notas limonadas e por um ligeiro toque floral, na boca Ç um vinho simples e leve, com uma acidez mediana e um paladar mais c°trico que frutado, termina com um comprimento curto.
Aveleda Colheita Seleccionada Alvarinho 2011;DOC Vinhos Verdes;2011;White;Alvarinho;12.5;Sociedade Agr°cola e Comercial da Quinta da Aveleda, S.A.;4.0;7.5;Manuel Soares;15.0;Agosto 2012;Cor citrina p†lida e nariz muito arom†tico, onde as notas florais e a fruta tropical se misturam com um delicado toque vegetal e evidentes sugest‰es c°tricas, na boca Ç um vinho f†cil, correcto e com uma acidez agrad†vel, conta com um paladar citrino e frutado e um final de boca de comprimento e persistància medianos.
Aveleda Colheita Seleccionada Alvarinho 2014;DOC Vinhos Verdes;2014;White;Alvarinho;12.0;Sociedade Agr°cola e Comercial da Quinta da Aveleda, S.A.;4.0;7.5;Manuel Soares e Denis Dubourdieu;15.0;Agosto 2015;Cor amarelo p†lido e nariz agradavelmente floral, alÇm de evidenciar breves aromas de fruta tropical e suaves notas c°tricas, na boca Ç um vinho correcto e equilibrado, com uma acidez agrad†vel e um paladar frutado, alÇm de citrino e ligeiramente vegetal, o final de boca termina com um comprimento mediano.
Aveleda Colheita Seleccionada Alvarinho 2015;DOC Vinhos Verdes;2015;White;Alvarinho;12.0;Sociedade Agr°cola e Comercial da Quinta da Aveleda, S.A.;4.0;7.5;Manuel Soares e Denis Dubourdieu;15.5;Outubro 2016;Apresenta uma cor p†lida e um nariz marcadamente mineral e citrino, num fundo delicadamente floral, na boca Ç um vinho fresco e equilibrado, com uma acidez bem presente e uma secura por demais evidente, no paladar merece destaque a sua suavidade e a envolvància da fruta com as notas mais citrinas e minerais, o final de boca termina seco e de agrad†vel persistància.
Aveleda Colheita Seleccionada Alvarinho 2016;Regional Vinhos Verdes;2016;White;Alvarinho;12.0;Sociedade Agr°cola e Comercial da Quinta da Aveleda, S.A.;4.0;7.5;Manuel Soares e Denis Dubourdieu;15.5;Agosto 2018;Cor amarela de tonalidade citrina e nariz marcadamente floral e mineral, com breves nuances limonadas e vegetais em segundo plano, na boca Ç um vinho equilibrado e seco mas com uma acidez agrad†vel, no paladar domina a componente mais c°trica e mineral, apoiadas em sugestivas nuances de fruta tropical, o final de boca termina com um comprimento e persistància mÇdios.
Aveleda Douro 2011;DOC Vinhos Verdes;2011;White;Gouveio, Malvasia Fina e Moscatel Galego Branco;12.0;Sociedade Agr°cola e Comercial da Quinta da Aveleda, S.A.;4.0;7.5;Manuel Soares e Denis Dubourddieu;15.0;Agosto 2012;Cor amarela p†lida e nariz marcado pelas notas minerais e citrinas combinadas com um ligeiro toque vegetal e floral, na boca Ç um vinho fresco, equilibrado, com uma acidez agrad†vel e um paladar marcado pelas notas minerais, alguma fruta e sugestivas nuances vegetais, termina com um comprimento e persistància mÇdios.
Aveleda Follies Alvarinho 2010;DOC Vinhos Verdes;2010;White;Alvarinho;12.5;Sociedade Agr°cola e Comercial da Quinta da Aveleda, S.A.;7.5;10.0;Manuel Soares;15.0;Junho 2012;Apresenta uma cor citrina e um nariz fresco e onde predominam os aromas c°tricos, acompanhados por delicadas sugest‰es vegetais e ainda uma leve sensaá∆o de fruta, na boca Ç um vinho agrad†vel, equilibrado e com um volume mÇdio, conta com um paladar marcado pelas notas limonadas e tambÇm uma certa mineralidade, termina com um comprimento e persistància medianos.
Aveleda Follies Alvarinho & Loureiro 2008;DOC Vinhos Verdes;2008;White;Alvarinho e Loureiro;12.0;Sociedade Agr°cola e Comercial da Quinta da Aveleda, S.A.;7.5;10.0;Manuel Soares;15.0;Outubro 2009;Apresenta um nariz citrino bem fresco, acompanhado por um certo vegetal e alguma fruta tropical, na boca os citrinos est∆o dominantes, deixandao para segundo plano alguma fruta, conta com uma interessante acidez e um volume agrad†vel bem como a sua estrutura e complexidade, o final Ç equilibrado e conta com uma boa frescura.
Aveleda Follies Chardonnay & Maria Gomes 2010;DOC Beiras;2010;White;Chardonnay e Maria Gomes;12.5;Sociedade Agr°cola e Comercial da Quinta da Aveleda, S.A.;7.5;10.0;Manuel Soares;15.5;Outubro 2012;Apresenta uma cor citrina e um nariz dominado pelas notas c°tricas e vegetais, apoiados em delicadas nuances de fruta, nomeadamente maá∆ verde, na boca Ç um vinho fresco, com uma agrad†vel acidez e um paladar frutado e mineral, termina com um comprimento e persistància mÇdios.
Aveleda Follies Touriga Nacional 2003;DOC Bairrada;2003;Red;Touriga Nacional;14.0;Sociedade Agr°cola e Comercial da Quinta da Aveleda, S.A.;7.5;10.0;Manuel Soares;15.5;Novembro 2007;Cor bem escura no centro e avioletada na aurÇola, nariz marcado pela fruta madura e algum tostado, licoroso atÇ, na boca revela complexidade e boa acidez, alguma especiaria e fruta bem presente, taninos um pouco r£sticos e final persistente.
Aveleda Follies Touriga Nacional 2009;Regional Beiras;2009;Red;Touriga Nacional;13.0;Sociedade Agr°cola e Comercial da Quinta da Aveleda, S.A.;7.5;10.0;Manuel Soares;16.0;Setembro 2012;Cor granada intensa e nariz dominado pelas notas de frutos vermelhos maduros aliados a um ligeiro toque floral e a uma delicada sensaá∆o especiada e achocolatada, na boca Ç um vinho equilibrado, com uma acidez correcta, estrutura mediana e taninos relativamente firmes, no paladar destacam-se os frutos pretos, as especiarias e uma delicada sensaá∆o de barrica, termina de uma forma mediana, quer em termos de comprimento, quer na persistància.
Aveleda Follies Touriga Nacional & Cabernet Sauvignon 2007;DOC Bairrada;2007;Red;Touriga Nacional e Cabernet Sauvignon;13.0;Sociedade Agr°cola e Comercial da Quinta da Aveleda, S.A.;7.5;10.0;Manuel Soares;15.5;Janeiro 2011;Cor rubi intensa e aromas vegetais e apimentados bem evidentes, secundados por ligeiras nuances de especiarias e fruta madura, na boca Ç um vinho cheio de raáa que conta com uns taninos firmes e uma complexidade e estrutura marcantes, a fruta est† mais exposta, embora a madeira e acima de tudo, as sensaá‰es apimentadas e balsÉmicas, continuem dominantes, tem um final mÇdio/longo, em termos de comprimento e persistància.
Aveleda Grande Follies 2003;DOC Bairrada;2003;Red;Touriga Nacional e Tinto C∆o;14.5;Sociedade Agr°cola e Comercial da Quinta da Aveleda, S.A.;25.0;50.0;Manuel Soares;16.5;Fevereiro 2012;Apresenta uma cor carregada no centro com laivos avermelhados, o nariz revela-se complexo, elegante e delicado, onde as notas fumadas e de especiarias se fundem com aromas achocolatados, com alguma fruta preta e ainda subtis sugest‰es de barrica de qualidade, na boca Ç um vinho denso, profundo e envolvente, denotando elegÉncia e juventude, devido aos seus taninos firmes, o paladar revela fruta muito madura integrada com a tosta e com as notas de cacau, o final de boca Ç muito especiado e apresenta um comprimento e uma persistància mÇdios/longos.
Aveleda Grande Follies 2004;DOC Bairrada;2004;Red;Touriga Nacional;14.5;Sociedade Agr°cola e Comercial da Quinta da Aveleda, S.A.;25.0;50.0;Manuel Soares;17.0;Maio 2013;Apresenta uma cor densa, quase opaca, com uma tonalidade viol†cea brilhante Ö volta, no nariz destacam-se os aromas especiados e fumados, combinados com a fruta preta madura e um leve toque achocolatado, formando um conjunto muito envolvente e fino, na boca Ç um vinho encorpado, complexo e acima de tudo muito jovem, conta com uns taninos s¢lidos que n∆o se sobrep‰e a uma elegÉncia muito agrad†vel, conta com um paladar cheio de fruta negra, notas de cacau e barrica muito elegantes envolvidas em delicadas sugest‰es vegetais, o final de boca Ç longo e persistente.
